Lab_Sample_ID,Batch_ID,Product_Name,Sample_Type,Sample_Login_Timestamp,Sample_Status,Test_Name,Test_Method_ID,Instrument_ID,Spec_Limit_Min,Spec_Limit_Max,Result_Value,Result_UOM,Result_Status,Analyst_ID,Result_Entry_Timestamp,Reviewed_By,Approved_By
SMPL-00231,B2025026,Product D,Finished Product,2024-08-31 10:02:04,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-1,99.0,,99.64,%,Pass,AN-zcole,2024-08-31 14:02:04,,
SMPL-00232,B2025154,ProductB,Finished Product,2024-08-25 02:34:57,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-2,99.0,,99.66,%,Pass,AN-bryantheather,2024-08-25 04:34:57,QA-georgejames,QA-debra72
SMPL-00233,B2025015,ProductA,Finished Product,2025-01-17 23:15:29,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,6.66,,Pass,AN-lauraodom,2025-01-18 03:15:29,QA-lambertscott,QA-douglas49
SMPL-00234,B2025205,Product D,In-Process,2024-11-07 18:19:24,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-3,6.5,7.5,6.45,,OOS,AN-lauraodom,2024-11-07 21:19:24,QA-debra72,
SMPL-00235,B2025143,ProductC,In-Process,2025-05-23 17:39:08,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-1,6.5,7.5,7.55,,OOS,AN-wallderek,2025-05-23 18:39:08,,
SMPL-00236,B2025048,ProductC,In-Process,2025-06-15 21:51:34,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,6.62,,Pass,AN-teresa11,2025-06-16 00:51:34,QA-lambertscott,
SMPL-00237,B2025199,ProductB,In-Process,2024-07-12 05:22:25,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-1,98.0,102.0,100.8,%,Pass,AN-meyerjoseph,2024-07-12 08:22:25,QA-debra72,QA-georgejames
SMPL-00238,B2025016,ProductC,Finished Product,2024-07-05 15:03:41,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-3,98.0,102.0,98.5,%,Pass,AN-bryantheather,2024-07-05 19:03:41,QA-lambertscott,QA-douglas49
SMPL-00239,B2025007,ProductC,In-Process,2024-11-25 03:18:30,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-2,98.0,102.0,99.5,%,Pass,AN-zcole,2024-11-25 07:18:30,QA-debra72,
SMPL-00240,B2025035,Product D,In-Process,2024-12-17 04:59:36,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-3,99.0,,99.92,%,Pass,AN-meyerjoseph,2024-12-17 05:59:36,QA-douglas49,QA-georgejames
SMPL-00241,B2025032,ProductA,Finished Product,2025-02-17 14:17:13,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-1,98.0,102.0,,%,Test Not Performed,AN-meyerjoseph,2025-02-17 18:17:13,,
SMPL-00242,B2025193,ProductA,In-Process,2025-04-23 00:05:09,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-1,99.0,,99.93,%,Pass,AN-zcole,2025-04-23 02:05:09,,
SMPL-00243,B2025117,ProductA,Finished Product,2024-11-07 02:28:47,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-1,6.5,7.5,7.1,,Pass,AN-lauraodom,2024-11-07 04:28:47,QA-douglas49,
SMPL-00244,B2025191,Product D,Finished Product,2024-07-08 04:44:33,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-3,6.5,7.5,7.39,,Pass,AN-lauraodom,2024-07-08 05:44:33,QA-lambertscott,QA-debra72
SMPL-00245,B2025008,Product D,Finished Product,2025-04-13 20:28:43,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-1,98.0,102.0,97.9,%,OOS,AN-wallderek,2025-04-13 21:28:43,QA-georgejames,QA-debra72
SMPL-00246,B2025035,Product D ,Finished Product,2024-12-17 05:00:36,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-1,6.5,7.5,7.14,,Pass,AN-jose98,2024-12-17 07:00:36,QA-debra72,QA-douglas49
SMPL-00247,B2025138,ProductB,In-Process,2025-02-11 03:12:49,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-1,99.0,,98.97,%,OOS,AN-wallderek,2025-02-11 05:12:49,QA-debra72,
SMPL-00248,B2025014,Product D ,Finished Product,2024-09-12 09:43:24,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-1,98.0,102.0,101.1,%,Pass,AN-zcole,2024-09-12 11:43:24,QA-georgejames,
SMPL-00249,B2025032,ProductA,Finished Product,2025-02-17 13:49:13,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-2,6.5,7.5,6.94,,Pass,AN-bryantheather,2025-02-17 15:49:13,QA-douglas49,QA-georgejames
SMPL-00250,B2025157,ProductA,Finished Product,2024-10-05 23:08:20,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-1,6.5,7.5,7.3,,Pass,AN-jose98,2024-10-06 00:08:20,,
SMPL-00251,B2025092,ProductA,In-Process,2025-03-26 07:09:12,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-3,99.0,,99.91,%,Pass,AN-zcole,2025-03-26 09:09:12,QA-lambertscott,QA-douglas49
SMPL-00252,B2025205,Product D ,Finished Product,2024-11-07 18:29:24,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-1,99.0,,99.38,%,Pass,AN-bryantheather,2024-11-07 21:29:24,QA-douglas49,QA-lambertscott
SMPL-00253,B2025178,ProductC,Finished Product,2024-07-16 07:53:43,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-1,6.5,7.5,7.29,,Pass,AN-zcole,2024-07-16 08:53:43,QA-debra72,QA-lambertscott
SMPL-00254,B2025136,Product D,In-Process,2025-03-14 01:01:54,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-1,98.0,102.0,98.3,%,Pass,AN-bryantheather,2025-03-14 05:01:54,QA-debra72,QA-douglas49
SMPL-00255,B2025188,Product D,Finished Product,2025-03-16 09:22:46,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-2,6.5,7.5,6.87,,Pass,AN-zcole,2025-03-16 10:22:46,QA-georgejames,QA-debra72
SMPL-00256,B2025168,ProductC,Finished Product,2024-10-31 08:53:27,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-1,99.0,,,%,Test Not Performed,AN-zcole,2024-10-31 10:53:27,,
SMPL-00257,B2025009,Product D ,In-Process,2024-10-17 03:29:43,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-1,98.0,102.0,99.3,%,Pass,AN-teresa11,2024-10-17 04:29:43,QA-georgejames,QA-lambertscott
SMPL-00258,B2025216,ProductB,In-Process,2024-11-25 09:03:16,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-2,98.0,102.0,97.7,%,OOS,AN-lauraodom,2024-11-25 12:03:16,QA-debra72,
SMPL-00259,B2025214,ProductA,In-Process,2025-03-01 08:06:14,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-2,98.0,102.0,101.9,%,Pass,AN-meyerjoseph,2025-03-01 09:06:14,QA-georgejames,QA-debra72
SMPL-00260,B2025091,ProductA,In-Process,2025-04-22 18:53:33,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-2,99.0,,99.67,%,Pass,AN-bryantheather,2025-04-22 21:53:33,QA-lambertscott,QA-debra72
SMPL-00261,B2025170,ProductA,In-Process,2024-07-29 20:18:30,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-3,98.0,102.0,98.3,%,Pass,AN-zcole,2024-07-29 23:18:30,,
SMPL-00262,B2025019,ProductC,Finished Product,2025-02-25 19:46:45,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-1,99.0,,99.48,%,Pass,AN-bryantheather,2025-02-25 20:46:45,,
SMPL-00263,B2025047,ProductA,Finished Product,2025-04-09 02:24:44,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,6.5,,Pass,AN-zcole,2025-04-09 05:24:44,QA-debra72,QA-douglas49
SMPL-00264,B2025095,Product D ,Finished Product,2024-12-31 14:33:46,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-1,98.0,102.0,102.1,%,OOS,AN-jose98,2024-12-31 17:33:46,,
SMPL-00265,B2025141,ProductB,In-Process,2025-05-18 08:43:58,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-2,6.5,7.5,7.06,,Pass,AN-teresa11,2025-05-18 09:43:58,QA-georgejames,QA-douglas49
SMPL-00266,B2025057,ProductA,In-Process,2024-10-06 20:21:15,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-3,99.0,,99.08,%,Pass,AN-jose98,2024-10-06 23:21:15,QA-douglas49,QA-lambertscott
SMPL-00267,B2025083,ProductC,In-Process,2025-04-11 06:00:12,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-2,6.5,7.5,7.08,,Pass,AN-bryantheather,2025-04-11 08:00:12,QA-georgejames,QA-lambertscott
SMPL-00268,B2025074,ProductA,Finished Product,2025-01-26 04:40:35,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-1,6.5,7.5,7.31,,Pass,AN-jose98,2025-01-26 07:40:35,QA-georgejames,QA-douglas49
SMPL-00269,B2025048,ProductC,In-Process,2025-06-15 21:53:34,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-2,99.0,,98.86,%,OOS,AN-meyerjoseph,2025-06-16 00:53:34,QA-debra72,
SMPL-00270,B2025175,ProductC,In-Process,2024-07-16 03:38:20,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,7.58,,OOS,AN-meyerjoseph,2024-07-16 06:38:20,QA-georgejames,
SMPL-00271,B2025113,Product D,In-Process,2024-08-14 11:41:38,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-1,6.5,7.5,,,Test Not Performed,AN-lauraodom,2024-08-14 12:41:38,,
SMPL-00272,B2025215,ProductB,Finished Product,2024-06-21 00:12:17,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-3,98.0,102.0,99.1,%,Pass,AN-lauraodom,2024-06-21 02:12:17,QA-lambertscott,QA-douglas49
SMPL-00273,B2025086,ProductB,In-Process,2024-07-19 04:42:44,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-1,6.5,7.5,6.99,,Pass,AN-meyerjoseph,2024-07-19 07:42:44,QA-douglas49,
SMPL-00274,B2025213,ProductB,Finished Product,2025-06-15 04:12:46,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-1,6.5,7.5,6.63,,Pass,AN-teresa11,2025-06-15 08:12:46,QA-georgejames,QA-debra72
SMPL-00275,B2025108,Product D,Finished Product,2024-07-27 06:14:11,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-2,6.5,7.5,7.06,,Pass,AN-lauraodom,2024-07-27 08:14:11,QA-debra72,QA-georgejames
SMPL-00276,B2025208,ProductA,Finished Product,2025-04-29 15:52:34,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-2,99.0,,98.93,%,OOS,AN-jose98,2025-04-29 19:52:34,QA-douglas49,QA-georgejames
SMPL-00277,B2025092,ProductA,In-Process,2025-03-26 07:44:12,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-1,98.0,102.0,102.0,%,Pass,AN-lauraodom,2025-03-26 08:44:12,QA-lambertscott,
SMPL-00278,B2025114,ProductC,Finished Product,2024-12-28 06:29:33,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,7.6,,OOS,AN-jose98,2024-12-28 07:29:33,QA-douglas49,QA-georgejames
SMPL-00279,B2025091,ProductA,Finished Product,2025-04-22 19:25:33,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-1,6.5,7.5,7.25,,Pass,AN-jose98,2025-04-22 22:25:33,QA-lambertscott,QA-debra72
SMPL-00280,B2025129,ProductB,Finished Product,2024-08-26 09:28:04,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-2,6.5,7.5,7.24,,Pass,AN-bryantheather,2024-08-26 13:28:04,QA-douglas49,QA-georgejames
SMPL-00281,B2025056,ProductB,In-Process,2024-12-03 14:54:17,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-3,6.5,7.5,7.57,,OOS,AN-wallderek,2024-12-03 18:54:17,QA-douglas49,QA-lambertscott
SMPL-00282,B2025055,Product D ,In-Process,2025-02-12 20:59:30,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-3,99.0,,99.0,%,Pass,AN-bryantheather,2025-02-13 00:59:30,QA-georgejames,
SMPL-00283,B2025048,ProductC,In-Process,2025-06-15 22:06:34,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-1,6.5,7.5,6.99,,Pass,AN-wallderek,2025-06-16 00:06:34,QA-lambertscott,QA-georgejames
SMPL-00284,B2025026,Product D ,Finished Product,2024-08-31 09:39:04,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-2,98.0,102.0,97.7,%,OOS,AN-bryantheather,2024-08-31 10:39:04,QA-debra72,QA-douglas49
SMPL-00285,B2025176,Product D ,Finished Product,2024-12-29 07:49:58,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-2,99.0,,99.51,%,Pass,AN-teresa11,2024-12-29 09:49:58,QA-douglas49,QA-georgejames
SMPL-00286,B2025052,ProductB,In-Process,2024-11-22 04:28:34,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-3,6.5,7.5,,,Test Not Performed,AN-jose98,2024-11-22 06:28:34,,
SMPL-00287,B2025054,ProductB,In-Process,2024-10-07 10:50:51,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-1,99.0,,99.58,%,Pass,AN-jose98,2024-10-07 13:50:51,QA-debra72,QA-lambertscott
SMPL-00288,B2025209,ProductC,In-Process,2025-03-16 05:52:11,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-3,99.0,,98.88,%,OOS,AN-jose98,2025-03-16 07:52:11,QA-debra72,
SMPL-00289,B2025140,ProductB,In-Process,2024-06-25 16:25:03,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-3,6.5,7.5,7.59,,OOS,AN-lauraodom,2024-06-25 20:25:03,QA-debra72,QA-georgejames
SMPL-00290,B2025157,ProductA,In-Process,2024-10-05 23:40:20,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-3,99.0,,99.71,%,Pass,AN-jose98,2024-10-06 03:40:20,,
SMPL-00291,B2025050,ProductA,Finished Product,2024-10-24 04:59:14,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-3,98.0,102.0,98.6,%,Pass,AN-zcole,2024-10-24 06:59:14,QA-douglas49,QA-georgejames
SMPL-00292,B2025102,ProductC,In-Process,2025-03-23 14:48:39,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-2,98.0,102.0,99.6,%,Pass,AN-teresa11,2025-03-23 16:48:39,QA-debra72,
SMPL-00293,B2025084,ProductB,Finished Product,2024-07-22 02:54:50,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-2,6.5,7.5,7.17,,Pass,AN-meyerjoseph,2024-07-22 06:54:50,QA-georgejames,QA-douglas49
SMPL-00294,B2025039,ProductB,In-Process,2024-08-27 13:43:06,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-1,6.5,7.5,7.33,,Pass,AN-wallderek,2024-08-27 16:43:06,QA-debra72,QA-georgejames
SMPL-00295,B2025202,Product D ,Finished Product,2025-05-16 20:46:21,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-1,98.0,102.0,101.9,%,Pass,AN-wallderek,2025-05-16 22:46:21,QA-douglas49,QA-debra72
SMPL-00296,B2025132,ProductC,Finished Product,2025-01-11 21:46:30,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-1,6.5,7.5,6.54,,Pass,AN-bryantheather,2025-01-12 00:46:30,QA-debra72,QA-douglas49
SMPL-00297,B2025180,ProductA,Finished Product,2024-08-14 23:29:23,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-2,98.0,102.0,99.2,%,Pass,AN-meyerjoseph,2024-08-15 00:29:23,QA-georgejames,
SMPL-00298,B2025089,ProductC,In-Process,2025-03-11 08:16:13,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-2,98.0,102.0,99.6,%,Pass,AN-meyerjoseph,2025-03-11 11:16:13,QA-douglas49,QA-lambertscott
SMPL-00299,B2025038,ProductC,Finished Product,2025-04-06 13:08:03,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-2,6.5,7.5,6.97,,Pass,AN-meyerjoseph,2025-04-06 16:08:03,QA-georgejames,QA-douglas49
SMPL-00300,B2025107,ProductC,Finished Product,2024-09-27 14:20:16,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-2,6.5,7.5,7.47,,Pass,AN-jose98,2024-09-27 15:20:16,QA-lambertscott,
SMPL-00301,B2025200,ProductC,In-Process,2024-07-28 03:15:55,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-2,98.0,102.0,,%,Test Not Performed,AN-wallderek,2024-07-28 06:15:55,,
SMPL-00302,B2025028,Product D,Finished Product,2024-07-02 08:28:00,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-2,98.0,102.0,98.2,%,Pass,AN-meyerjoseph,2024-07-02 11:28:00,QA-douglas49,QA-georgejames
SMPL-00303,B2025096,Product D,Finished Product,2024-11-15 22:40:38,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-3,6.5,7.5,6.58,,Pass,AN-bryantheather,2024-11-16 02:40:38,QA-lambertscott,QA-georgejames
SMPL-00304,B2025015,ProductA,Finished Product,2025-01-17 23:14:29,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-2,6.5,7.5,6.75,,Pass,AN-lauraodom,2025-01-18 02:14:29,,
SMPL-00305,B2025192,ProductC,In-Process,2025-06-09 22:39:37,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,6.8,,Pass,AN-teresa11,2025-06-10 01:39:37,QA-douglas49,QA-lambertscott
SMPL-00306,B2025182,Product D,In-Process,2024-12-30 13:15:01,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-2,99.0,,99.83,%,Pass,AN-wallderek,2024-12-30 16:15:01,QA-lambertscott,QA-douglas49
SMPL-00307,B2025040,Product D ,In-Process,2024-11-23 18:47:08,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-2,99.0,,99.83,%,Pass,AN-jose98,2024-11-23 21:47:08,QA-georgejames,QA-debra72
SMPL-00308,B2025202,Product D ,Finished Product,2025-05-16 21:07:21,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-2,98.0,102.0,101.4,%,Pass,AN-meyerjoseph,2025-05-17 00:07:21,QA-lambertscott,
SMPL-00309,B2025192,ProductC,In-Process,2025-06-09 22:44:37,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-1,98.0,102.0,99.0,%,Pass,AN-jose98,2025-06-10 02:44:37,QA-lambertscott,QA-douglas49
SMPL-00310,B2025023,ProductB,Finished Product,2024-12-28 00:21:25,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-3,98.0,102.0,101.1,%,Pass,AN-meyerjoseph,2024-12-28 04:21:25,QA-georgejames,
SMPL-00311,B2025147,ProductA,In-Process,2025-03-25 07:50:39,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-2,98.0,102.0,102.4,%,OOS,AN-jose98,2025-03-25 09:50:39,,
SMPL-00312,B2025048,ProductC,Finished Product,2025-06-15 22:22:34,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-2,99.0,,99.4,%,Pass,AN-zcole,2025-06-16 00:22:34,QA-lambertscott,QA-douglas49
SMPL-00313,B2025039,ProductB,Finished Product,2024-08-27 13:15:06,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-1,6.5,7.5,7.5,,Pass,AN-wallderek,2024-08-27 16:15:06,QA-douglas49,QA-debra72
SMPL-00314,B2025154,ProductB,Finished Product,2024-08-25 02:27:57,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-2,99.0,,99.67,%,Pass,AN-meyerjoseph,2024-08-25 06:27:57,QA-lambertscott,QA-georgejames
SMPL-00315,B2025172,Product D ,Finished Product,2024-08-13 09:54:54,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-3,99.0,,99.73,%,Pass,AN-jose98,2024-08-13 11:54:54,,
SMPL-00316,B2025170,ProductA,Finished Product,2024-07-29 20:06:30,Awaiting Test,Purity,TM-Purity-PROD-001,INST-Purity-1,99.0,,,%,Test Not Performed,AN-lauraodom,2024-07-29 21:06:30,,
SMPL-00317,B2025089,ProductC,Finished Product,2025-03-11 06:58:13,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-3,98.0,102.0,100.4,%,Pass,AN-zcole,2025-03-11 08:58:13,QA-debra72,
SMPL-00318,B2025017,ProductB,Finished Product,2024-12-10 15:47:43,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-3,98.0,102.0,97.9,%,OOS,AN-jose98,2024-12-10 16:47:43,,
SMPL-00319,B2025118,ProductC,In-Process,2025-05-14 13:01:59,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-2,6.5,7.5,6.56,,Pass,AN-teresa11,2025-05-14 16:01:59,QA-douglas49,QA-georgejames
SMPL-00320,B2025158,ProductC,In-Process,2025-02-28 21:08:56,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,6.66,,Pass,AN-teresa11,2025-02-28 22:08:56,QA-lambertscott,QA-douglas49
SMPL-00321,B2025046,ProductC,Finished Product,2024-06-20 09:13:27,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,7.03,,Pass,AN-bryantheather,2024-06-20 12:13:27,QA-douglas49,QA-georgejames
SMPL-00322,B2025154,ProductB,Finished Product,2024-08-25 02:36:57,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-3,98.0,102.0,99.0,%,Pass,AN-wallderek,2024-08-25 06:36:57,QA-georgejames,
SMPL-00323,B2025038,ProductC,Finished Product,2025-04-06 14:18:03,Awaiting Test,Purity,TM-Purity-PROD-003,INST-Purity-2,99.0,,99.56,%,Pass,AN-meyerjoseph,2025-04-06 16:18:03,QA-lambertscott,
SMPL-00324,B2025176,Product D,Finished Product,2024-12-29 08:18:58,Awaiting Test,Assay,TM-Assay-PROD-004,INST-Assay-1,98.0,102.0,99.4,%,Pass,AN-lauraodom,2024-12-29 10:18:58,QA-georgejames,QA-lambertscott
SMPL-00325,B2025121,ProductC,In-Process,2024-11-08 05:51:39,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-1,98.0,102.0,99.6,%,Pass,AN-wallderek,2024-11-08 06:51:39,QA-douglas49,QA-debra72
SMPL-00326,B2025123,ProductA,Finished Product,2025-01-28 05:12:44,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-1,98.0,102.0,101.0,%,Pass,AN-wallderek,2025-01-28 08:12:44,QA-debra72,QA-lambertscott
SMPL-00327,B2025131,ProductA,In-Process,2025-05-19 15:31:33,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-1,6.5,7.5,7.22,,Pass,AN-teresa11,2025-05-19 19:31:33,QA-georgejames,QA-lambertscott
SMPL-00328,B2025210,Product D ,Finished Product,2024-08-10 13:26:13,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-1,6.5,7.5,6.63,,Pass,AN-lauraodom,2024-08-10 17:26:13,QA-lambertscott,
SMPL-00329,B2025111,Product D ,Finished Product,2025-05-16 19:38:25,Awaiting Test,pH,TM-pH-PROD-004,INST-pH-1,6.5,7.5,7.57,,OOS,AN-wallderek,2025-05-16 20:38:25,QA-debra72,QA-douglas49
SMPL-00330,B2025002,ProductA,Finished Product,2025-05-04 09:04:06,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-1,6.5,7.5,7.08,,Pass,AN-jose98,2025-05-04 10:04:06,QA-georgejames,QA-lambertscott
SMPL-00331,B2025204,ProductB,Finished Product,2024-08-22 08:51:36,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-2,98.0,102.0,,%,Test Not Performed,AN-lauraodom,2024-08-22 10:51:36,,
SMPL-00332,B2025168,ProductC,Finished Product,2024-10-31 09:51:27,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-2,98.0,102.0,100.0,%,Pass,AN-teresa11,2024-10-31 12:51:27,QA-debra72,QA-douglas49
SMPL-00333,B2025072,Product D,In-Process,2024-10-07 01:20:02,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-1,99.0,,99.07,%,Pass,AN-wallderek,2024-10-07 03:20:02,QA-debra72,
SMPL-00334,B2025016,ProductC,Finished Product,2024-07-05 14:50:41,Awaiting Test,pH,TM-pH-PROD-003,INST-pH-3,6.5,7.5,6.46,,OOS,AN-teresa11,2024-07-05 15:50:41,QA-debra72,QA-douglas49
SMPL-00335,B2025213,ProductB,In-Process,2025-06-15 04:02:46,Awaiting Test,pH,TM-pH-PROD-002,INST-pH-2,6.5,7.5,6.94,,Pass,AN-zcole,2025-06-15 08:02:46,QA-georgejames,QA-lambertscott
SMPL-00336,B2025128,ProductB,In-Process,2024-12-30 01:27:45,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-2,98.0,102.0,100.5,%,Pass,AN-wallderek,2024-12-30 04:27:45,,
SMPL-00337,B2025063,ProductC,Finished Product,2024-06-21 02:24:20,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-2,98.0,102.0,99.3,%,Pass,AN-meyerjoseph,2024-06-21 06:24:20,QA-debra72,QA-douglas49
SMPL-00338,B2025021,Product D,In-Process,2025-03-18 03:16:41,Awaiting Test,Purity,TM-Purity-PROD-004,INST-Purity-1,99.0,,99.36,%,Pass,AN-meyerjoseph,2025-03-18 07:16:41,QA-georgejames,
SMPL-00339,B2025090,ProductB,Finished Product,2024-12-11 15:51:03,Awaiting Test,Purity,TM-Purity-PROD-002,INST-Purity-1,99.0,,99.73,%,Pass,AN-lauraodom,2024-12-11 19:51:03,QA-douglas49,QA-debra72
SMPL-00340,B2025093,ProductA,Finished Product,2025-01-17 02:13:59,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-3,6.5,7.5,7.16,,Pass,AN-jose98,2025-01-17 04:13:59,QA-debra72,QA-douglas49
SMPL-00341,B2025146,ProductB,Finished Product,2024-09-19 07:38:04,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-1,98.0,102.0,99.5,%,Pass,AN-wallderek,2024-09-19 08:38:04,QA-debra72,QA-georgejames
SMPL-00342,B2025208,ProductA,Finished Product,2025-04-29 16:26:34,Awaiting Test,Assay,TM-Assay-PROD-001,INST-Assay-2,98.0,102.0,102.3,%,OOS,AN-zcole,2025-04-29 19:26:34,QA-georgejames,QA-debra72
SMPL-00343,B2025071,ProductC,Finished Product,2024-11-20 03:34:49,Awaiting Test,Assay,TM-Assay-PROD-003,INST-Assay-3,98.0,102.0,100.3,%,Pass,AN-wallderek,2024-11-20 06:34:49,QA-debra72,
SMPL-00344,B2025098,ProductA,In-Process,2024-09-11 04:33:37,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-1,6.5,7.5,6.51,,Pass,AN-wallderek,2024-09-11 06:33:37,QA-lambertscott,
SMPL-00345,B2025090,ProductB,In-Process,2024-12-11 17:00:03,Awaiting Test,Assay,TM-Assay-PROD-002,INST-Assay-3,98.0,102.0,98.8,%,Pass,AN-wallderek,2024-12-11 19:00:03,QA-douglas49,
SMPL-00346,B2025091,ProductA,In-Process,2025-04-22 18:40:33,Awaiting Test,pH,TM-pH-PROD-001,INST-pH-2,6.5,7.5,,,Test Not Performed,AN-jose98,2025-04-22 21:40:33,,
